Key,English,Filipino
CLIENT_HELP_INC_000660,Asking for PvP,Asking for PvP
CLIENT_HELP_INC_000661,"If you right-click with ALT key on the player whom you want to have duel with, you can have a duel with the player in case of that the user accepts that.",Kung i-right click mo ang player habang hawak ang ALT key; puwede kang humiling ng duel kung tatanggapin ng kabilang user.
CLIENT_HELP_INC_000662,"In case of that you are the leader of your troupe and the clicked one is another leader of other troupe, you can have a group duel, if the other lead accept it.",Kung ikaw ang leader ng iyong grupo at ang naka-click ay leader ng ibang grupo; puwede magkaroon ng group duel kapag tinanggap din ng kabilang leader.
CLIENT_HELP_INC_000663,The result of PVP and Fame,The result of PVP and Fame
CLIENT_HELP_INC_000664,PVP fame and PVP point change according to PvP record.,Nagbabago ang PVP fame at PVP points ayon sa PvP record.
CLIENT_HELP_INC_000665,placholder 49,placholder 49
CLIENT_HELP_INC_000666,placholder 50,placholder 50
CLIENT_HELP_INC_000667,placholder 51,placholder 51
CLIENT_HELP_INC_000668,placholder 52,placholder 52
CLIENT_HELP_INC_000669,placholder 53,placholder 53
CLIENT_HELP_INC_000670,placholder 54,placholder 54
CLIENT_HELP_INC_000671,placholder 55,placholder 55
CLIENT_HELP_INC_000672,placholder 56,placholder 56
CLIENT_HELP_INC_000673,placholder 57,placholder 57
CLIENT_HELP_INC_000674,placholder 58,placholder 58
CLIENT_HELP_INC_000675,placholder 59,placholder 59
CLIENT_HELP_INC_000676,placholder 60,placholder 60
CLIENT_HELP_INC_000677,placholder 61,placholder 61
CLIENT_HELP_INC_000678,placholder 62,placholder 62
CLIENT_HELP_INC_000679,placholder 63,placholder 63
CLIENT_HELP_INC_000680,placholder 64,placholder 64
CLIENT_HELP_INC_000681,placholder 65,placholder 65
CLIENT_HELP_INC_000682,placholder 66,placholder 66
CLIENT_HELP_INC_000683,Server,Server
CLIENT_HELP_INC_000684,Guild bank and Guild sieges are available only at the 1st sub server of each server set.,Guild bank at Guild sieges ay available lamang sa unang sub server ng bawat server set.
CLIENT_HELP_INC_000685,placholder 67,placholder 67
CLIENT_HELP_INC_000686,placholder 68,placholder 68
CLIENT_HELP_INC_000687,placholder 69,placholder 69
CLIENT_HELP_INC_000688,placholder 70,placholder 70
CLIENT_HELP_INC_000689,placholder 71,placholder 71
CLIENT_HELP_INC_000690,placholder 72,placholder 72
CLIENT_HELP_INC_000691,placholder 73,placholder 73
CLIENT_HELP_INC_000692,placholder 74,placholder 74
CLIENT_HELP_INC_000693,placholder 75,placholder 75
CLIENT_HELP_INC_000694,placholder 76,placholder 76
CLIENT_HELP_INC_000695,placholder 77,placholder 77
CLIENT_HELP_INC_000696,placholder 78,placholder 78
CLIENT_HELP_INC_000697,placholder 79,placholder 79
CLIENT_HELP_INC_000698,placholder 80,placholder 80
CLIENT_HELP_INC_000699,placholder 81,placholder 81
CLIENT_HELP_INC_000700,placholder 82,placholder 82
CLIENT_HELP_INC_000701,placholder 83,placholder 83
CLIENT_HELP_INC_000702,placholder 84,placholder 84
CLIENT_HELP_INC_000703,placholder 85,placholder 85
CLIENT_HELP_INC_100000,Achievements,Achievements
CLIENT_HELP_INC_100001,"There are many kinds of missions: Daily Rewards, Time-Limited Events, Account Shared Achievements, etc. Complete them and you will receive various rewards such as Items, Custom Title, Attack Power Bonus, Penya or Bonus fCoins!",Maraming klase ng missions tulad ng Daily Rewards; Time-Limited Events; Account Shared Achievements; atbp; kumpletuhin ang mga ito at makakakuha ka ng iba't ibang rewards gaya ng Items; Custom Title; Attack Power Bonus; Penya; o Bonus fCoins.
CLIENT_HELP_INC_100002,Flyff Pass,Flyff Pass
CLIENT_HELP_INC_100003,"Complete daily, weekly and season missions to receive rewards!\n\nDon't forget to claim your rewards before the end of the Flyff Pass season.\n\nPoints earned through the Season missions are not included in the weekly limit.",Kumpletuhin ang daily; weekly; at season missions para makatanggap ng rewards; huwag kalimutang i-claim ang rewards bago matapos ang Battle Pass season\n\n ang points mula sa Season missions ay hindi kabilang sa weekly limit.
CLIENT_HELP_INC_100004,Equipment Switch,Equipment Switch
CLIENT_HELP_INC_100005,"Create equipment presets, allowing you to have your sets, weapons, and accessories readily available. With a simple shortcut, you can effortlessly equip them without any hassle.",Gumawa ng equipment presets para agad magamit ang iyong sets; weapons; at accessories; sa isang shortcut maaari mo itong i-equip nang madali.
CLIENT_HELP_INC_100006,Create ultimate weapon,Gumawa ng ultimate weapon
CLIENT_HELP_INC_100007,Kalgas Assault Revival,Kalgas Assault Revival
CLIENT_HELP_INC_100008,"In the Kalgas Assault, each respawn from death takes a certain amount of time and increases with the number of respawns (up to 1 minute).\nSpending Kalgas Coin will make you respawn with no waiting time, and the item can be purchased in Flyff Shop.\nKalgas Silver Coins can only be used once, while Kalgas Gold Coins can be used for unlimited revives.\n*Kalgas Gold Coins require an increased amount each time they are used (up to 20).",Sa Kalgas Assault ang bawat respawn mula sa pagkamatay ay may tinakdang waiting time na tumataas depende sa dami ng respawns; hanggang isang minuto ang maximum. \n ang paggastos ng Kalgas Coin ay magpapabalik sa iyo nang walang wait time; mabibili ang item sa Cash Shop. \n ang Kalgas Silver Coins ay one time use lamang; ang Kalgas Gold Coins ay puwedeng gamitin para sa unlimited revives; *ang paggamit ng Kalgas Gold Coins ay nangangailangan ng dagdag na halaga sa bawat paggamit hanggang sa 20.
CLIENT_HELP_INC_100009,Couple Menu,Couple Menu
CLIENT_HELP_INC_100010,"This window manages your couple. Through this window, you can check information about your couple and utilize functions available with your couple. All functions can be used by any member of the couple. The daily usage limits for ‘Teleport' and 'Cheer' reset every day at 00:00. \n\nIf you click the 'Break up' button, you request a breakup from your partner. If the request is declined or no response is received, you can notify the breakup after a cooldown period. Please be cautious, as when you break up with your partner, the couple ring, anniversary gifts, and all items in the Storage will be deleted, and couple-related functions will be disabled.",Inaayos ng window na ito ang inyong couple; makikita dito ang impormasyon ng inyong couple at mga functions na magagamit ng bawat miyembro; ang daily usage limits para sa Teleport at Cheer ay nare-reset araw-araw alas 00:00; kapag pindutin mo ang Break up button magrerequest ka ng breakup sa partner \n\n kung itinanggi ang request o walang sagot puwede mo ulitin ang breakup pagkatapos ng cooldown; mag-ingat dahil kapag nag-break up mawawala ang couple ring; anniversary gifts; at lahat ng items sa Storage at mae-disable ang couple-related functions.
CLIENT_HELP_INC_100011,Life,Life
CLIENT_HELP_INC_100012,"This window provides information about your Life Skill and allows you to use related features.\n\nClick the 'Set as an Expert' button at the bottom to specialize in a specific Life Skill for a designated period. A bonus effect will be applied when you set your area of expertise. \n\nNote that once your expertise is set, it cannot be changed for some time.",Nagbibigay ang window na ito ng impormasyon tungkol sa Life Skill at pinapayagan kang gamitin ang mga kaugnay na feature \n\n pindutin ang Set as an Expert button sa ibaba para mag-specialize sa isang Life Skill sa itinakdang panahon; magkakaroon ng bonus effect kapag nakaset ang expertise; tandaan na kapag na-set ang expertise hindi ito agad mababago sa loob ng ilang panahon.
CLIENT_HELP_INC_100013,Fishing Menu,Fishing Menu
CLIENT_HELP_INC_100014,"If you have a fishing rod and bait, you can fish in any waterside of Madrigal.\nBefore you start fishing, select the bait you want to use from your inventory and register it in the popup, then click the start button to begin fishing.\nOnce you've cast your line, you'll need to wait for a bite.\nWhen the bite comes, you'll play a minigame to catch the fish. Your chances of catching a fish in the mini-game increase as you guess the direction of the fish's progress.\nIf you don't play the minigame within the time limit, the minigame is considered unplayed.\nAt the end of the minigame, you can see if you have or have not caught a fish.\nWhile waiting for a bite, you can skip the minigame by checking Skip minigame, and see how much you've caught so far by tapping the Fishing Status button.",Kung mayroon kang fishing rod at bait pwede kang mangisda sa anumang waterside ng Madrigal \n bago magsimula piliin ang bait mula sa inventory at i-register ito sa popup \n pagkatapos pindutin ang start button \n kapag nahulog ang linya maghihintay ka ng bite \n kapag dumating ang bite maglalaro ka ng minigame para mahuli ang isda \n tumataas ang tsansa mong makahuli kapag nahulaan mo ang direksyon ng galaw ng isda \n kung hindi mo nilaro ang minigame sa loob ng time limit ituturing itong hindi nilaro \n sa dulo ng minigame makikita mo kung may nahuli ka o wala \n habang naghihintay ng bite pwede mong i-skip ang minigame sa pamamagitan ng pag-check sa Skip minigame at makita kung ilan na ang nahuli mo sa pamamagitan ng Fishing Status button.
CLIENT_HELP_INC_100015,Pet Training,Pet Training
CLIENT_HELP_INC_100016,"You can train a Raised Pet that you've got in your inventory or in the house inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc",Pwede mong i-train ang Raised Pet na nasa inventory mo o nasa house inventory; bawat caretaker NPC may kanya-kanyang feeding schedule at interval. \n Kapag napili mo ang Raised Pet na ipagkakatiwala sa Caretaker sa pamamagitan ng double-click o drag-and-drop pindutin ang Done button para simulan ang training. \n Kung magpapalit ka ng Raised Pet ma-re-reset ang susunod na feeding schedule.
CLIENT_HELP_INC_100017,Housing Objects,Housing Objects
CLIENT_HELP_INC_100018,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.,Piliin ang decoration model na gagamitin at i-click ang place; sundin ang mga instruksyon \n\n - Left click para mag-place \n - Mouse wheel para i-rotate \n - Pindutin ang mouse wheel at left o right click para baguhin ang laki.
CLIENT_HELP_INC_100019,Production,Production
CLIENT_HELP_INC_100020,"You can proceed with production through this window. If you select a recipe from the filters, you will see information about that recipe and can only produce items that match the recipe.\nIf you don't select a recipe, you can try to produce with your own material combinations to discover hidden recipes.\nYou can earn Master’s Chips for random production and for Great Success.\nYou'll get better quality items when you make a Great Success",Pwede kang gumawa gamit ang window na ito. kung pipili ka ng recipe mula sa filters makikita mo ang impormasyon tungkol sa recipe at puwede ka lamang gumawa ng items na tumutugma sa recipe \n kung hindi ka pipili ng recipe puwede mong subukan gumawa gamit ang sarili mong kombinasyon ng materyales para makatuklas ng hidden recipes \n makakakuha ka ng Master’s Chips sa random production at sa Great Success \n makakagawa ka ng mas mataas na quality items kapag nag-Great Success.
