Key,English,Vietnamese
CLIENT_HELP_INC_000562,Electricity,Điện
CLIENT_HELP_INC_000563,A property that is strong against the Water Property but weak against the Earth Property.,Thuộc tính mạnh đối với Thuộc tính Thủy nhưng lại yếu đối với Thuộc tính Thổ
CLIENT_HELP_INC_000564,Earth,Thổ
CLIENT_HELP_INC_000565,earth A property that is strong against the Electricity Property but weak against the Wind Property.,Thổ - Một thuộc tính mạnh đối với Thuộc tính Điện nhưng yếu đối với Thuộc tính Phong.
CLIENT_HELP_INC_000566,Wind,Phong
CLIENT_HELP_INC_000567,A property that is strong against the Earth Property but weak against the Fire property.,Thuộc tính mạnh đối với Thuộc tính Thổ nhưng lại yếu đối với thuộc tính Hỏa.
CLIENT_HELP_INC_000568,Enchant,Enchant
CLIENT_HELP_INC_000569,"Upgrading means making the item more powerful. Each item can be normally upgraded over 10 levels, and weapons / armor chest pieces can be elementally upgraded over 10 levels. If the upgrade fails, there is no penalty between levels 1 and 3, but from levels 4-10 the item will be lost.","Nâng cấp có nghĩa là làm cho vật phẩm mạnh hơn. Mỗi vật phẩm có thể được nâng cấp thông thường trên 10 cấp và các mảnh vũ khí / áo giáp có thể được nâng cấp nguyên tố trên 10 cấp. Nếu nâng cấp không thành công, không có hình phạt giữa cấp độ 1 và 3, nhưng từ cấp độ 4-10, vật phẩm sẽ bị mất."
CLIENT_HELP_INC_000570,Attribute Enchant,Thuộc tính Enchant
CLIENT_HELP_INC_000571,"Your item can receive an attribute modifier (visible in the name of the item) through various means, granting it extra STR, STA, DEX and/or INT.","Vật phẩm của bạn có thể nhận được một công cụ sửa đổi thuộc tính (hiển thị trong tên của vật phẩm) thông qua nhiều cách khác nhau, cấp cho nó thêm STR, STA, DEX và / hoặc INT."
CLIENT_HELP_INC_000572,Fire Upgrade,Nâng cấp thuộc tính Hỏa
CLIENT_HELP_INC_000573,"When you refine an item with the Fire property, you’ll need a Fire Property Card. When an item is imbued with the Fire Property the item becomes weak to Water but stronger against Wind.","Khi tinh chỉnh một vật phẩm có thuộc tính Hỏa, bạn sẽ cần Thẻ thuộc tính Hỏa. Khi một vật phẩm được thấm nhuần Thuộc tính Hỏa, vật phẩm đó trở nên yếu đối với Thủy nhưng mạnh hơn đối với Phong."
CLIENT_HELP_INC_000574,Water Upgrade,Nâng cấp thuộc tính Thủy
CLIENT_HELP_INC_000575,"When you refine an item with the Water property, you’ll need a Water Property Card. When an item is imbued with the Water Property the item becomes weak to Electricity but stronger against Fire.","Khi tinh chỉnh một vật phẩm có thuộc tính Thủy, bạn sẽ cần có Thẻ thuộc tính Thủy. Khi một vật phẩm được thấm nhuần thuộc tính Thủy, vật phẩm đó trở nên yếu đối với Điện nhưng mạnh hơn đối với Hỏa."
CLIENT_HELP_INC_000576,Electric Upgrade,Nâng cấp thuộc tính Điện
CLIENT_HELP_INC_000577,"When you refine an item with the Electricity property, you’ll need an Electricity Property Card. When an item is imbued with the Electricity Property the item becomes weak to Earth but stronger against Water.","Khi tinh chỉnh một mặt hàng bằng thuộc tính Điện, bạn sẽ cần có Thẻ thuộc tính Điện. Khi một vật phẩm được thấm nhuần Thuộc tính Điện, vật phẩm đó trở nên yếu đối với Thổ nhưng mạnh hơn đối với Thủy."
CLIENT_HELP_INC_000578,Wind Upgrade,Nâng cấp thuộc tính Phong
CLIENT_HELP_INC_000579,"When you refine an item with the Wind property, you’ll need a Wind Property Card. When an item is imbued with the Wind Property the item becomes weak to Fire but stronger against Earth.","Khi tinh chỉnh một vật phẩm có thuộc tính Phong, bạn sẽ cần có Thẻ thuộc tính Phong. Khi một vật phẩm được thấm nhuần Thuộc tính Phong, vật phẩm đó trở nên yếu hơn đối với Hỏa nhưng mạnh hơn đối với Thổ."
CLIENT_HELP_INC_000580,Earth Upgrade,Nâng cấp thuộc tính Thổ
CLIENT_HELP_INC_000581,"When you refine an item with the Earth property, you’ll need an Earth Property Card. When an item is imbued with the Earth Property the item becomes weak to Wind but stronger against Electricity.","Khi tinh chỉnh một mục có thuộc tính Thổ, bạn sẽ cần có Thẻ thuộc tính Thổ. Khi một vật phẩm được thấm nhuần thuộc tính Thổ, vật phẩm đó sẽ yếu hơn đối với Phong nhưng mạnh hơn đối với Điện"
CLIENT_HELP_INC_000582,General Upgrade,Nâng cấp chung
CLIENT_HELP_INC_000583,"Normal upgrade means a non-element upgrade. Power Dice are required to upgrade, there are 5 types of Power Dice, 4, 6, 8, 10 and 12.","Nâng cấp chung có nghĩa là nâng cấp không phải phần tử. Power Dice là bắt buộc để nâng cấp, có 5 loại Power Dice là 4, 6, 8, 10 và 12"
CLIENT_HELP_INC_000584,Ultimate Weapon Upgrade,Nâng cấp vũ khí tối thượng
CLIENT_HELP_INC_000585,"You can make an Ultimate Weapon with a +10 upgraded unique weapon by using the Ultimate Weapon Upgrade. The maximum upgrade for an Ultimate weapon is up to +10 the same as any other item upgrade but it needs 'Shining Orikalkum'. The Ultimate upgrade is available only for weapons, and the item is destroyed in case of a failure. From +6 you are able to socket your weapon.","Bạn có thể chế tạo Vũ khí tối thượng với vũ khí duy nhất được nâng cấp +10 bằng cách sử dụng Nâng cấp vũ khí tối thượng. Nâng cấp tối đa cho vũ khí Tối thượng lên đến +10 giống như bất kỳ nâng cấp vật phẩm nào khác nhưng cần 'Shining Orikalkum'. Nâng cấp cuối cùng chỉ có sẵn cho vũ khí và vật phẩm sẽ bị phá hủy trong trường hợp bị hỏng. Từ +6, bạn có thể lắp vào vũ khí của mình."
CLIENT_HELP_INC_000586,placholder 39,Placholder 39
CLIENT_HELP_INC_000587,placholder 40,Placholder 40
CLIENT_HELP_INC_000588,placholder 41,Placholder 41
CLIENT_HELP_INC_000589,placholder 42,Placholder 42
CLIENT_HELP_INC_000590,placholder 43,Placholder 43
CLIENT_HELP_INC_000591,placholder 44,Placholder 44
CLIENT_HELP_INC_000592,placholder 45,Placholder 45
CLIENT_HELP_INC_000593,placholder 46,Placholder 46
CLIENT_HELP_INC_000594,placholder 47,Placholder 47
CLIENT_HELP_INC_000595,placholder 48,Placholder 48
CLIENT_HELP_INC_000596,Building,Tòa nhà
CLIENT_HELP_INC_000597,Information about the buildings that provide services.,Thông tin về các tòa nhà cung cấp dịch vụ.
CLIENT_HELP_INC_000598,Lodestar,Lodestar
CLIENT_HELP_INC_000599,This is a structure that gathers spiritual life and resurrects players who died. It is located inside a city or a wide open clearing.,Đây là cấu trúc tập hợp đời sống tâm linh và hồi sinh những người chơi đã chết. Nó nằm bên trong một thành phố hoặc một bãi đất trống rộng rãi.
CLIENT_HELP_INC_000600,Lodelight,Lodelight
CLIENT_HELP_INC_000601,This is a structure that functions like a Lodestar but it resurrects a player in a place near the hunting grounds.,Đây là một cấu trúc có chức năng giống như Lodestar nhưng nó hồi sinh người chơi ở một nơi gần bãi săn.
CLIENT_HELP_INC_000602,Weapon shop,Cửa hàng vũ khí
CLIENT_HELP_INC_000603,"This place sells weapons for the 1st job class such as vagrant, mercenary, and acrobat. It also sells weapons for the 2nd job class such as knight, blade, ringmaster, billposter, jester, and ranger.","Nơi này bán vũ khí cho hạng chức nghiệp đầu tiên như vagrant, mercenary, and acrobat. Nó cũng bán các loại vũ khí cho lớp chức nghiệp thứ 2 như knight, blade, ringmaster, billposter, jester, and ranger."
CLIENT_HELP_INC_000604,Armor shop,Của hàng áo giáp
CLIENT_HELP_INC_000605,"This place sells armor for Mercenaries, Assists, and Acrobats.","Nơi này bán áo giáp cho Mercenaries, Assists, and Acrobats"
CLIENT_HELP_INC_000606,Magic store,Cửa hàng ma thuật
CLIENT_HELP_INC_000607,"This place sells weapons, armor, and magic items best suited for Magicians.","Nơi này bán vũ khí, áo giáp và các vật phẩm ma thuật phù hợp nhất cho các Magicians."
CLIENT_HELP_INC_000608,Food shop,Của hàng thực phẩm
CLIENT_HELP_INC_000609,This shop sells food items that help recover HP,Cửa hàng này bán các mặt hàng thực phẩm giúp phục hồi HP
CLIENT_HELP_INC_000610,General merchandise,Hàng hóa thông thường
CLIENT_HELP_INC_000611,"This place sells Arrows, Posters, and those sorts of things.","Nơi này bán Mũi tên, Posters và một vài loại tương tự."
CLIENT_HELP_INC_000612,Public Office,Văn phòng công cộng
CLIENT_HELP_INC_000613,"This place is for selling Perin, using your personal bank, and guild bank.","Nơi này dành để bán Perin, sử dụng ngân hàng cá nhân của bạn và ngân hàng bang hội"
CLIENT_HELP_INC_000614,Station,Trạm
CLIENT_HELP_INC_000615,This shop sells Flight related items like Flight gears as well as guide’s player on how to fly.,Cửa hàng này bán các mặt hàng liên quan đến việc bay chẳng hạn như nguyên bộ dành cho bay cũng như trình phát hướng dẫn cách bay.
CLIENT_HELP_INC_000616,Duel,Đấu tay đôi
CLIENT_HELP_INC_000617,A duel is a battle between 2 players. This is different from PK. It is called PvP (Player Vs Player) which can only start when 2 players agree to a duel. A duel has no penalties associated with it.,Đấu tay đôi là cuộc chiến giữa 2 người chơi. Điều này khác với PK. Nó được gọi là PvP (Player Vs Player) chỉ có thể bắt đầu khi 2 người chơi đồng ý đấu tay đôi. Một cuộc đấu tay đôi không có hình phạt nào liên quan đến nó.
CLIENT_HELP_INC_000618,Fame,Danh vọng
CLIENT_HELP_INC_000619,You will gain the fame if you keep winning duels. You will also gain  different titles as well.,Bạn sẽ đạt được danh tiếng nếu bạn tiếp tục chiến thắng trong các cuộc đấu tay đôi. Bạn cũng sẽ đạt được các danh hiệu khác nhau.
CLIENT_HELP_INC_000620,Guild Combat Center,Trung tâm Chiến đấu Bang hội
CLIENT_HELP_INC_000621,This place is for applying and running guild sieges and 1 on 1 guild sieges. Only available on the 1st sub server.,Nơi này dành cho việc áp dụng và tiến hành các cuộc bao vây bang hội và bao vây bang hội 1-1. Chỉ có sẵn trên server phụ thứ nhất.
CLIENT_HELP_INC_000622,Other inquiries,Những hướng dẫn khác
CLIENT_HELP_INC_000623,Please visit the official homepage: $WEBSITE$ for more inquiries. Have a nice day.,Vui lòng truy cập trang chủ chính thức: $ WEBSITE $ nếu có thêm thắc mắc. Chúc một ngày tốt lành.
CLIENT_HELP_INC_000624,Beauty shop,Cửa hàng làm đẹp
CLIENT_HELP_INC_000625,You can change your hair style and color. The price varies based on the color and style you choose.,Bạn có thể thay đổi kiểu và màu tóc của mình. Giá cả khác nhau tùy thuộc vào màu sắc và kiểu dáng bạn chọn.
CLIENT_HELP_INC_000626,Private Shop,Của hàng tư nhân
CLIENT_HELP_INC_000627,Items can be conveniently presented for sale to through this option. You can set the quantity and the price.,Các vật phẩm có thể được trưng bày thuận tiện để bán thông qua tùy chọn này. Bạn có thể đặt số lượng và giá cả.
CLIENT_HELP_INC_000628,"Open the Start menu, select Personal Shop, and the Personal Shop window will appear.","Mở menu Bắt đầu, chọn Cửa hàng Cá nhân và cửa sổ Cửa hàng Cá nhân sẽ xuất hiện."
CLIENT_HELP_INC_000629,Drag the items you wish to sell from your inventory and drop them into the Personal Shop window.,Kéo các vật phẩm bạn muốn bán từ kho của mình và thả chúng vào cửa sổ Cửa hàng cá nhân.
CLIENT_HELP_INC_000630,"After dragging the item into the window, you can set the price for the item, and the quantity you wish to sell.","Sau khi kéo vật phẩm vào cửa sổ, bạn có thể đặt giá cho vật phẩm và số lượng bạn muốn bán."
CLIENT_HELP_INC_000631,"Put a name in the Shop Name Window, and press OK. You can start selling items after that.",Đặt 1 cái tên trong Cửa sổ Tên cửa hàng và nhấn OK. Bạn có thể bắt đầu bán các vật phẩm sau đó
CLIENT_HELP_INC_000632,Creating a Guild,Cách tạo 1 Bang Hội
CLIENT_HELP_INC_000633,"There are some basic requirements to creating a Guild. You will need a party of three players all at least level 40, then you have to complete a quest through the Public office NPC Helena in SM. Once finished you and your party members will become a guild.","Có một số yêu cầu cơ bản để tạo ra 1 Bang hội. Bạn sẽ cần một nhóm gồm ba người chơi ít nhất là cấp 40, sau đó bạn phải hoàn thành một nhiệm vụ thông qua NPC Văn phòng công cộng Helena ở SM. Sau khi hoàn thành, bạn và các thành viên trong nhóm của bạn sẽ trở thành một Bang hội."
CLIENT_HELP_INC_000634,Raising the Guild Level,Nâng đẳng cấp của Bang hội
CLIENT_HELP_INC_000635,"Guild Members area able to contribute items and Penya towards raising the guild level. To contribute items, simply press the Support Button inside of the Guild Storage. Raising the Guild Level will open up various options to the Guild to help it grow and distinguish itself.","Khu vực Thành viên Bang hội có thể đóng góp vật phẩm và tiền Penya hướng tới việc nâng cao đẳng cấp Bang hội. Để đóng góp vật phẩm, chỉ cần nhấn nút Hỗ trợ bên trong Kho chứa đồ Bang hội. Nâng cao đẳng cấp Bang hội sẽ mở ra nhiều tùy chọn khác nhau cho Bang hội để giúp nó phát triển và phân biệt chính nó."
CLIENT_HELP_INC_000636,Joining a Guild,Tham gia 1 Bang hội
CLIENT_HELP_INC_000637,Initially only a Guild Master has the authority to invite Guild members. But a Guild Master can give authority to any Guildie to recruit other members to his Guild.,"Ban đầu, chỉ có Bang chủ mới có quyền mời người chơi vào Bang hội. Nhưng Bang chủ có thể trao quyền cho bất kỳ Thành viên nào để tuyển dụng các người chơi khác vào Bang hội của mình."
CLIENT_HELP_INC_000638,Disbanding a Guild,Giải tán Bang hội
CLIENT_HELP_INC_000639,"The Guild Master can disband the Guild by pressing the DISMISS button on the Guild Menu. Once the Guild is dismissed, it takes 2 days before Members can create or join a new Guild.","Bang chủ có thể giải tán Bang hội bằng cách nhấn nút GIẢI TÁN trên Menu Bang hội. Sau khi Bang hội bị giải tán, phải mất 2 ngày trước khi Thành viên có thể tạo hoặc tham gia Bang hội mới."
CLIENT_HELP_INC_000640,Managing Guild Members,Quản lý thành viên Bang hội
CLIENT_HELP_INC_000641,"The Guild Master can manage his Guild from the Guild Menu. He can set things such as promotions, demotions, nicknames, kicking from Guild, etc.","Bang chủ có thể quản lý Bang hội của mình từ Menu Bang hội. Bang chủ có thể thiết lập những thứ như thăng cấp, cách chức, biệt hiệu, đuổi khỏi Bang hội, v.v."
CLIENT_HELP_INC_000642,Managing Guild Ranks,Quản lý thứ hạng Bang hội
CLIENT_HELP_INC_000643,"The Guild Master can manage Guild Ranks in the Guild Menu. He can set the authority of the title, degree, admission, access to items and monthly payment.","Bang chủ có thể quản lý Thứ hạng Bang hội trong Menu Bang hội. Bang chủ có thể thiết lập quyền hạn của chức danh, địa vị, chấp nhận vào Bang hội, quyền truy cập vào các vật phẩm và thanh toán hàng tháng."
CLIENT_HELP_INC_000644,Announcement,Thông báo
CLIENT_HELP_INC_000645,Guild Masters can make an announcement by clicking the Notice button on the Information Tab in the Guild Menu. Either a new message can be made of the old one can simply be modified.,Các Bang chủ có thể gửi thông báo bằng cách nhấp vào nút Thông báo trên Thẻ Thông tin trong Menu Bang hội. Một tin nhắn mới có thể được tạo từ tin nhắn cũ có thể được sửa đổi một cách đơn giản.
CLIENT_HELP_INC_000646,Guild Logo,Biểu tượng Bang hội
CLIENT_HELP_INC_000647,"The Guild Logo is the symbol or emblem of the Guild. This can be chosen only once and only by the Guild Master. To use this function, select the Logo button in the Guild Menu.","Biểu trưng của Bang hội là 1 biểu tượng hoặc hình ảnh tượng trưng của Bang hội. Điều này chỉ có thể được chọn một lần và duy nhất bởi Bang chủ. Để sử dụng chức năng này, hãy chọn nút Biểu trưng trong Menu Bang hội."
CLIENT_HELP_INC_000648,Guild Storage,Kho lưu trữ của Bang hội
CLIENT_HELP_INC_000649,You can use the Guild Storage only on the 1st Channel of each Server. Anyone can deposit items and Penya into the Guild Storage but only authorized Guild Members can withdraw items and Penya.,Bạn chỉ có thể sử dụng Kho lưu trữ Bang hội trên Kênh đầu tiên của mỗi Máy chủ. Bất kỳ ai cũng có thể gửi vật phẩm và tiền Penya vào Kho lưu trữ của Bang hội nhưng chỉ Thành viên Bang hội được ủy quyền mới có thể rút vật phẩm và tiền penya.
CLIENT_HELP_INC_000650,Info-Pang,Info-Pang
CLIENT_HELP_INC_000651,You may have noticed when you first logged into the game that you were greeted by the Info-Pang in the lower right corner of your screen. This section briefly explains the Info-Pang and how to use him.,"Bạn có thể nhận thấy khi lần đầu tiên đăng nhập vào trò chơi, bạn đã được chào đón bởi Info-Pang ở góc dưới bên phải của màn hình. Phần này giải thích ngắn gọn về Info-Pang và cách sử dụng nó."
CLIENT_HELP_INC_000652,What is it?,Nó là gì?
CLIENT_HELP_INC_000653,"The Info-Pang will guide you through all of the basics including controls, hotkeys, menus, and even some game functions. Once you have completed a section, you can always access it if you need to review it. Simply right click on the Info-Pang and select Check the List.","Info-Pang sẽ hướng dẫn bạn tất cả những điều cơ bản bao gồm điều khiển, phím nóng, menu và thậm chí một số chức năng trò chơi. Khi bạn đã hoàn thành một phần, bạn luôn có thể truy cập phần đó nếu bạn cần xem lại. Chỉ cần nhấp chuột phải vào Info-Pang và chọn Kiểm tra danh sách."
CLIENT_HELP_INC_000654,Access the Info-Pang,Truy cập vào Info-Pang
CLIENT_HELP_INC_000655,"The Info-Pang will be activated by default when you log into the game. If you would like to turn the Info-Pang off, Right Click on the Info-Pang and select Hide. If later you would like to recall the Info-Pang you can do that by accessing the Start Menu, selecting Helper, and then selecting Info-Pang.","Info-Pang sẽ được kích hoạt theo mặc định khi bạn đăng nhập vào trò chơi. Nếu bạn muốn tắt Info-Pang, Nhấp chuột phải vào Info-Pang và chọn Ẩn. Nếu sau này bạn muốn mở lại Info-Pang, bạn có thể truy cập Menu Bắt đầu, chọn Người trợ giúp, sau đó chọn Thông tin-Pang."
CLIENT_HELP_INC_000656,Duel among users,Đấu tay đôi giữa những người chơi
CLIENT_HELP_INC_000657,This is a duel between 2 players.,Đây là cuộc đấu tay đôi giữa 2 người chơi.
CLIENT_HELP_INC_000658,PvP,PvP
CLIENT_HELP_INC_000659,It means a fight between characters by mutual agreement. Affects PVP fame and PVP point.,Nó có nghĩa là một cuộc chiến giữa các nhân vật theo thỏa thuận chung. Những trận đấu này cũng ảnh hưởng đến danh tiếng PVP và điểm PVP.
CLIENT_HELP_INC_000660,Asking for PvP,Yêu cầu PvP
CLIENT_HELP_INC_000661,"If you right-click with ALT key on the player whom you want to have duel with, you can have a duel with the player in case of that the user accepts that.","Nếu bạn nhấp chuột phải cùng với phím ALT vào người chơi mà bạn muốn đấu tay đôi, bạn có thể đấu tay đôi với người chơi đó trong trường hợp người chơi đó chấp nhận điều đó"
CLIENT_HELP_INC_000662,"In case of that you are the leader of your troupe and the clicked one is another leader of other troupe, you can have a group duel, if the other lead accept it.","Trong trường hợp bạn là trưởng nhóm của mình và người được nhấp là một trưởng nhóm khác của nhóm khác, bạn có thể có một cuộc đấu nhóm, nếu người dẫn đầu kia chấp nhận."
CLIENT_HELP_INC_000663,The result of PVP and Fame,Kết quả của PvP và Danh vọng
CLIENT_HELP_INC_000664,PVP fame and PVP point change according to PvP record.,Danh vọng PVP và điểm PVP thay đổi theo bản ghi PvP.
CLIENT_HELP_INC_000665,placholder 49,Placholder 49
CLIENT_HELP_INC_000666,placholder 50,Placholder 50
CLIENT_HELP_INC_000667,placholder 51,Placholder 51
CLIENT_HELP_INC_000668,placholder 52,Placholder 52
CLIENT_HELP_INC_000669,placholder 53,Placholder 53
CLIENT_HELP_INC_000670,placholder 54,Placholder 54
CLIENT_HELP_INC_000671,placholder 55,Placholder 55
CLIENT_HELP_INC_000672,placholder 56,Placholder 56
CLIENT_HELP_INC_000673,placholder 57,Placholder 57
CLIENT_HELP_INC_000674,placholder 58,Placholder 58
CLIENT_HELP_INC_000675,placholder 59,Placholder 59
CLIENT_HELP_INC_000676,placholder 60,Placholder 60
CLIENT_HELP_INC_000677,placholder 61,Placholder 61
CLIENT_HELP_INC_000678,placholder 62,Placholder 62
CLIENT_HELP_INC_000679,placholder 63,Placholder 63
CLIENT_HELP_INC_000680,placholder 64,Placholder 64
CLIENT_HELP_INC_000681,placholder 65,Placholder 65
CLIENT_HELP_INC_000682,placholder 66,Placholder 66
CLIENT_HELP_INC_000683,Server,Server
CLIENT_HELP_INC_000684,Guild bank and Guild sieges are available only at the 1st sub server of each server set.,Ngân hàng Bang hội và các cuộc bao vây Bang hội chỉ có ở máy chủ phụ đầu tiên của mỗi bộ máy chủ.
CLIENT_HELP_INC_000685,placholder 67,Placholder 67
CLIENT_HELP_INC_000686,placholder 68,Placholder 68
CLIENT_HELP_INC_000687,placholder 69,Placholder 69
CLIENT_HELP_INC_000688,placholder 70,Placholder 70
CLIENT_HELP_INC_000689,placholder 71,Placholder 71
CLIENT_HELP_INC_000690,placholder 72,Placholder 72
CLIENT_HELP_INC_000691,placholder 73,Placholder 73
CLIENT_HELP_INC_000692,placholder 74,Placholder 74
CLIENT_HELP_INC_000693,placholder 75,Placholder 75
CLIENT_HELP_INC_000694,placholder 76,Placholder 76
CLIENT_HELP_INC_000695,placholder 77,Placholder 77
CLIENT_HELP_INC_000696,placholder 78,Placholder 78
CLIENT_HELP_INC_000697,placholder 79,Placholder 79
CLIENT_HELP_INC_000698,placholder 80,Placholder 80
CLIENT_HELP_INC_000699,placholder 81,Placholder 81
CLIENT_HELP_INC_000700,placholder 82,Placholder 82
CLIENT_HELP_INC_000701,placholder 83,Placholder 83
CLIENT_HELP_INC_000702,placholder 84,Placholder 84
CLIENT_HELP_INC_000703,placholder 85,Placholder 85
CLIENT_HELP_INC_100000,Achievements,Thành tựu
CLIENT_HELP_INC_100001,"There are many kinds of missions: Daily Rewards, Time-Limited Events, Account Shared Achievements, etc. Complete them and you will receive various rewards such as Items, Custom Title, Attack Power Bonus, Penya or Bonus fCoins!","Có nhiều loại nhiệm vụ: Phần thưởng hàng ngày, Sự kiện có giới hạn thời gian, Thành tích được chia sẻ tài khoản, v.v. Hoàn thành những nhiệm vụ này và bạn sẽ nhận được nhiều phần thưởng khác nhau như Vật phẩm, Danh hiệu tùy chỉnh, Phần thưởng Sức tấn công, Penya hoặc Tiền thưởng fCoins!"
CLIENT_HELP_INC_100002,Flyff Pass,Flyff Pass
CLIENT_HELP_INC_100003,"Complete daily, weekly and season missions to receive rewards!\n\nDon't forget to claim your rewards before the end of the Flyff Pass season.\n\nPoints earned through the Season missions are not included in the weekly limit.","Hoàn thành nhiệm vụ hàng ngày, hàng tuần và theo mùa để nhận phần thưởng! \n\nĐừng quên nhận phần thưởng của bạn trước khi kết thúc mùa Battle Pass.\n\nĐiểm kiếm được thông qua các nhiệm vụ Season không được tính vào giới hạn hàng tuần."
CLIENT_HELP_INC_100004,Equipment Switch,Equipment Switch
CLIENT_HELP_INC_100005,"Create equipment presets, allowing you to have your sets, weapons, and accessories readily available. With a simple shortcut, you can effortlessly equip them without any hassle.","Tạo cài đặt trước thiết bị, cho phép bạn có sẵn set, weapons và accessories của mình. Với một phím tắt đơn giản, bạn có thể dễ dàng trang bị chúng mà không gặp rắc rối nào."
CLIENT_HELP_INC_100006,Create ultimate weapon,Tạo ultimate weapon
CLIENT_HELP_INC_100007,Kalgas Assault Revival,Kalgas Assault Revival
CLIENT_HELP_INC_100008,"In the Kalgas Assault, each respawn from death takes a certain amount of time and increases with the number of respawns (up to 1 minute).\nSpending Kalgas Coin will make you respawn with no waiting time, and the item can be purchased in Flyff Shop.\nKalgas Silver Coins can only be used once, while Kalgas Gold Coins can be used for unlimited revives.\n*Kalgas Gold Coins require an increased amount each time they are used (up to 20).","In the Kalgas Assault, each respawn from death takes a certain amount of time and increases with the number of respawns (up to 1 minute).\nSpending Kalgas Coin will make you respawn with no waiting time, and the item can be purchased in Flyff Shop.\nKalgas Silver Coins can only be used once, while Kalgas Gold Coins can be used for unlimited revives.\n*Kalgas Gold Coins require an increased amount each time they are used (up to 20)."
CLIENT_HELP_INC_100009,Couple Menu,Couple Menu
CLIENT_HELP_INC_100010,"This window manages your couple. Through this window, you can check information about your couple and utilize functions available with your couple. All functions can be used by any member of the couple. The daily usage limits for ‘Teleport' and 'Cheer' reset every day at 00:00. \n\nIf you click the 'Break up' button, you request a breakup from your partner. If the request is declined or no response is received, you can notify the breakup after a cooldown period. Please be cautious, as when you break up with your partner, the couple ring, anniversary gifts, and all items in the Storage will be deleted, and couple-related functions will be disabled.","This window manages your couple. Through this window, you can check information about your couple and utilize functions available with your couple. All functions can be used by any member of the couple. The daily usage limits for ‘Teleport' and 'Cheer' reset every day at 00:00. \n\nIf you click the 'Break up' button, you request a breakup from your partner. If the request is declined or no response is received, you can notify the breakup after a cooldown period. Please be cautious, as when you break up with your partner, the couple ring, anniversary gifts, and all items in the Storage will be deleted, and couple-related functions will be disabled."
CLIENT_HELP_INC_100011,Life,Life
CLIENT_HELP_INC_100012,"This window provides information about your Life Skill and allows you to use related features.\n\nClick the 'Set as an Expert' button at the bottom to specialize in a specific Life Skill for a designated period. A bonus effect will be applied when you set your area of expertise. \n\nNote that once your expertise is set, it cannot be changed for some time.","This window provides information about your Life Skill and allows you to use related features.\n\nClick the 'Set as an Expert' button at the bottom to specialize in a specific Life Skill for a designated period. A bonus effect will be applied when you set your area of expertise. \n\nNote that once your expertise is set, it cannot be changed for some time."
CLIENT_HELP_INC_100013,Fishing Menu,Fishing Menu
CLIENT_HELP_INC_100014,"If you have a fishing rod and bait, you can fish in any waterside of Madrigal.\nBefore you start fishing, select the bait you want to use from your inventory and register it in the popup, then click the start button to begin fishing.\nOnce you've cast your line, you'll need to wait for a bite.\nWhen the bite comes, you'll play a minigame to catch the fish. Your chances of catching a fish in the mini-game increase as you guess the direction of the fish's progress.\nIf you don't play the minigame within the time limit, the minigame is considered unplayed.\nAt the end of the minigame, you can see if you have or have not caught a fish.\nWhile waiting for a bite, you can skip the minigame by checking Skip minigame, and see how much you've caught so far by tapping the Fishing Status button.","If you have a fishing rod and bait, you can fish in any waterside of Madrigal.\nBefore you start fishing, select the bait you want to use from your inventory and register it in the popup, then click the start button to begin fishing.\nOnce you've cast your line, you'll need to wait for a bite.\nWhen the bite comes, you'll play a minigame to catch the fish. Your chances of catching a fish in the mini-game increase as you guess the direction of the fish's progress.\nIf you don't play the minigame within the time limit, the minigame is considered unplayed.\nAt the end of the minigame, you can see if you have or have not caught a fish.\nWhile waiting for a bite, you can skip the minigame by checking Skip minigame, and see how much you've caught so far by tapping the Fishing Status button."
CLIENT_HELP_INC_100015,Pet Training,Pet Training
CLIENT_HELP_INC_100016,"You can train a Raised Pet that you've got in your inventory or in the house inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc","You can train a Raised Pet that you've got in your inventory or in the house inventory. Each caretaker NPC has different feeding schedules and intervals.\n\nOnce you've selected the Raised Pet you wish to entrust to the Caretaker, #beither by double-clicking or drag-and-drop#nb, simply press the 'Done' button to initiate the Caretaker's training.\n\n#cffff0000If you decide to change the Raised Pet, the next feeding schedule will be reset.#nc"
CLIENT_HELP_INC_100017,Housing Objects,Housing Objects
CLIENT_HELP_INC_100018,Select which decoration model you want to use and click place. Then follow the instructions: \n\n- Left click to place\n- Mouse wheel to rotate\n- Press mouse wheel and mouse left/right to change size.,Chọn mô hình trang trí bạn muốn sử dụng và nhấp vào địa điểm. Sau đó làm theo hướng dẫn: \n\n- Nhấp chuột trái để đặt\n- Bánh xe chuột để xoay\n- Nhấn bánh xe chuột và chuột trái/phải để thay đổi kích thước.
CLIENT_HELP_INC_100019,Production,Production
